Topic,Sub topic,Query name,Internal ID,Query
Nailing,T2 Recon,Italian,7CE9C67E0EEB11EBACD4D8C497D0D2A9,"(""T2 Sistema de cavilhas Recon"" OR ((""T2 recon"" OR ""t2recon"") NEAR/9 (""impianto"" OR ""frattura"" OR ""frattura dell'osso"" OR ""stabilizzazione "" OR ""ossa lunghe"" OR ""osso lungo"" OR ""fissazione "" OR ""anca"" OR ""femore"" OR ""ricostruttiva"" OR ""anterogrado "" OR ""subtrocanterica"" OR ""intertrocanteriche"" OR ""intertrocanterica"" OR ""intertrocanterico"" OR ""ipsilaterale"" OR ""collo"" OR ""albero"" OR ""femorale"" OR ""non-union"" OR ""malunióne ""))) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Nailing,T2 Recon,Portuguese,70F7CE420EEB11EBAE16D8C497B5E93E,"((""T2 recon"" OR ""t2recon"") NEAR/9 (stryker OR ""implante"" OR ""fratura*"" OR ""estabilização"" OR ""osso longo"" OR ""fixação"" OR ""anca"" OR ""femur"" OR ""reconstrutivo"" OR ""reconstrutiva"" OR ""anterógrado "" OR ""subtrocantérica"" OR ""intertrocantérica"" OR ""ipsilateral"" OR ""pescoço"" OR ""eixo"" OR ""femoral"" OR ""não união"" OR ""mal união"" OR ""malunião "")) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Nailing,T2 Recon,Spanish,A92ABD646D1611EAB588A4BF010A3E06,"((""t2 recon"" OR ""t2recon"") NEAR/9 (""stryker"" OR ""fractura"" OR ""clavado"" OR ""implante"" OR ""Fractura de hueso"" OR ""roto"" OR ""estabilización"" OR ""hueso largo"" OR ""fijación"" OR ""fémur"" OR ""reconstructivo"" OR ""anterógrado"" OR ""cadera"" OR ""subtrocantérico"" OR ""intertrocantérico"" OR ""ipsilateral"" OR ""cuello"" OR ""eje"" OR ""femoral"" OR ""patológico"")) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Nailing,T2 SCN,English,F34AF103784811ECBCE5D8C497B5E817,"((stryker NEAR/9 SCN) OR ""T2 scn"" OR ""t2scn"" OR ""Supracondylar Nailing system"") NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Nailing,T2 SCN,French,F33C883C784811EC978AD8C497D0D2A9,"((stryker NEAR/9 SCN) OR ""T2 scn"" OR ""t2scn"" OR ""Supracondylar Nailing system"" OR (T2 NEAR supracondyl*)) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Nailing,T2 SCN,German,F3467C56784811EC9ADCD8C497554706,"((""stryker"" NEAR/9 ""scn"") OR ""t2 scn"" OR ""t2scn"" OR ""suprakondyläres nagelsystem"") NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Nailing,T2 SCN,Italian,F336B63D784811ECBCE5D8C497B5E817,"(""T2 sopracondilare Sistema"" OR ((stryker NEAR/9 (SCN OR ""frattura sopracondilare"" OR ""Sopracondilar* Sistema"")) OR ""T2 scn"" OR ""t2scn"" OR ""Supracondylar Nailing system"" OR ""sistema di inchiodamento sopracondilare"")) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Nailing,T2 SCN,Portuguese,F3331244784811EC9ADCD8C497554706,"(""T2 Supracondilares Sistema de Cavilhas"" OR ((stryker NEAR/9 (SCN OR ""fractura supracondilar"" OR ""Supracondilares Sistema"")) OR ""T2 scn"" OR ""t2scn"" OR ""Supracondylar Nailing system"")) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Nailing,T2 SCN,Spanish,F341D7D9784811EC8859D8C497B5E93E,"((""stryker"" NEAR/9 ""scn"") OR ""t2 scn"" OR ""t2scn"" OR ""sistema de clavos supracondílicos"") NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Nailing,T2 Tibia,English,F142BB43483C11EABAA5A4BF010A3E26,"(""T2 tibia"" OR ""t2tibia"") NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Nailing,T2 Tibia,French,4A4DAD7D6D1611EA9638A4BF010A3E26,"((""T2 tibia"" OR ""t2tibia"") OR (T2 NEAR tibia) OR (""systeme d enclouage"" AND (tibia))) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Nailing,T2 Tibia,German,78627EE46D1611EAB133001E67ED2306,"(""t2 tibia"" OR ""t2tibia"") NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Nailing,T2 Tibia,Italian,5525C3D50EEB11EBAE16D8C497B5E93E,"(""t2 tibia"" OR ""t2tibia"") NOT (""Knight Online"" OR trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Nailing,T2 Tibia,Portuguese,517017770EEB11EBAE16D8C497B5E93E,"((""t2 tibia"" OR ""t2tibia"") NEAR/9 stryker) NOT (""Knight Online"" OR trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Nailing,T2 Tibia,Spanish,67F478D96D1611EAB588A4BF010A3E06,"(""t2 tibia"" OR ""t2tibia"") NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Nailing,VALOR Nail,filterset,5D388B75770011EEB3ADD8C497554706,"(""valor nail"" OR valornail )NOT ""jade stryker """
Pins & Wires,Apex,English,0619421A6D1E11EAB588A4BF010A3E06,"((apex) NEAR/9 (stryker OR pinfixation* OR ""pin fixation"" OR halfpin OR ""long term fixation"" OR ""longterm fixation"" OR longtermfixation OR ""self-drilling pin"" OR ""selfdrilling pin"" OR selfdrillingpin OR ""fixator frame"" OR fixatorframe OR ""external fixation"" OR externalfixation OR ""fracture stabilization"" OR fracturestabilization OR ""fracture stabilisation"" OR fracturestabilisation OR ""unstable fracture"" OR unstablefracture OR ""soft tissue injury"" OR tenxor OR ""softissue injury"" OR softtissueinjury OR ""internal fixation"" OR internalfixation OR ""bone fracture fixation"" OR ""bonefracture fixation"" OR bonefracturefixation OR osteotomy OR arthrodesis OR ""correction of deformity"" OR correctionofdeformity OR ""bone reconstruction"" OR bonereconstruction)) NOT (""ApexMeditech"" OR ""Apex Meditech"" OR ""apex medical*"" OR ""apexmedical"" OR ""apex legends"" OR game* OR gaming OR games OR ""apex-legends"" OR apexlegends OR ""apex snipers"" OR fortnite OR ""solo apex"" OR playapex OR ""play apex"" OR twitch OR ""the perfect apex"" OR ""manual transmission vehicle"" OR ""apex predator"" OR sword OR gearheads OR ""apex track pants"" OR ""@apex_motorsports_official"" OR ""at the apex"" OR ""good bone apex"" OR ""apex legging"" OR ""@asos"" OR ""#fashion"" OR bracelet OR ""leopard print"" OR ""@StrykersBeard"" OR pubg OR ""play* rust"" OR ""LA clippers"" OR dress OR transcriptomic OR mattress* OR triphonic OR ""black hole"" OR ""javier bussola"" OR ""car throttle"" OR kitty OR cat OR bear OR underwear OR ureterescop* OR usb OR ""blake griffin"" OR nobelactive OR ""apex research"" OR ureteroscope OR ""apex market reports"" OR (apex AND (gaming OR game)) OR trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Pins & Wires,Apex,French,062ACFCE6D1E11EAB588A4BF010A3E06,"((apex) NEAR/9 (stryker OR pinfixation* OR ""broche de fixation"" OR ""demi-broche"" OR ""fixation à long terme"" OR ""fixationàlongterme"" OR fixationlongterme OR pelvien OR pelvienne OR jambeinférieure OR jambesupérieure OR ""broche autoperceuse"" OR ""Broche auto-perceuse"" OR brocheautoperceuse OR ""fixator frame"" OR fixatorframe OR ""fixation extérieure"" OR fixationextérieure OR tenseur OR ""stabilisation de fracture"" OR stabilisationdefracture OR ""fracture instable"" OR tenxor OR fractureinstable OR ""lésions des tissus mous"" OR lésionsdestissusmous OR ""lésions des tissusmous"" OR ""fixation interne"" OR fixationinterne OR ""fixation de fracture osseuse"" OR ""fixation d'une fracture osseuse"" OR ""fixationdefractureosseuse"" OR fixationdunefractureosseuse OR ""fixation de fractureosseuse"" OR ostéotomie OR arthrodèse OR ""correction de déformations"" OR ""correction d'une déformation"" OR ""correction d'une malformation"" OR correctiondunedéformation OR correctiondedéformations OR correctiondunemalformation OR ""reconstruction osseuse"" OR reconstructionosseuse)) NOT (""ApexMeditech"" OR ""Apex Meditech"" OR ""apexmedical"" OR ""apex medical*"" OR ""apex legends"" OR ""apex-legends"" OR apexlegends OR jeu OR jeux OR ""apex snipers"" OR fortnite OR ""solo apex"" OR playapex OR ""play apex"" OR twitch OR ""the perfect apex"" OR ""manual transmission vehicle"" OR ""apex predator"" OR sword OR gearheads OR ""apex track pants"" OR ""@apex_motorsports_official"" OR ""at the apex"" OR ""good bone apex"" OR ""apex legging"" OR ""@asos"" OR ""#fashion"" OR bracelet OR ""leopard print"" OR ""@StrykersBeard"" OR pubg OR ""play* rust"" OR ""LA clippers"" OR dress OR transcriptomic OR mattress* OR triphonic OR ""black hole"" OR ""javier bussola"" OR ""car throttle"" OR kitty OR cat OR bear OR underwear OR ureterescop* OR usb OR ""blake griffin"" OR nobelactive OR ""apex research"" OR ureteroscope OR ""apex market reports"" OR maritime OR ""prédateur Apex"" OR ""Celebrity Apex"" OR ""#celebrityapex"" OR ""bassin de Saint-Nazaire"" OR ""Rhodanthidium septemdentatum"" OR ""semelle Vibram Apex"" OR pneu OR ""apex pulmonaire*"" OR ""tronqué à l'apex"" OR ""#ApeXClan"" OR ""@ApeX_Vno0oM"" OR ""à l'apex"" OR ""joue à apex"" OR trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Pins & Wires,Apex,German,064B6D286D1E11EAB588A4BF010A3E06,"((""apex"") NEAR/9 (""stryker"" OR ""pinfixation*"" OR ""stift-fixierung"" OR ""halbe nadel"" OR ""langfristige fixierung"" OR ""langzeit-fixierung"" OR ""langzeit-fixierung"" OR ""unterschenkel"" OR ""oberschenkel"" OR ""selbst-bohrender stift"" OR ""selbstbohrender stift"" OR ""selbstbohrend"" OR ""fixator-rahmen"" OR ""fixatorrahmen"" OR ""fixateur externe"" OR ""äußere fixierung"" OR ""externe fixierung"" OR ""fixateur externe"" OR ""äußere fixierung"" OR ""externe fixierung"" OR ""tenxor"" OR ""fraktur-stabilisierung"" OR ""frakturstabilisierung"" OR ""bruch-stabilisierung"" OR ""frakturstabilisierung"" OR ""instabile fraktur"" OR ""instabiler bruch"" OR ""weich teil verletzung"" OR ""weichteil verletzung"" OR ""weichteilverletzung"" OR ""interne fixierung"" OR ""internefixierung"" OR ""knochen bruch-fixierung"" OR ""knochenbruch fixierung"" OR ""knochenfrakturfixierung"" OR ""osteotomie"" OR ""arthrodese"" OR ""korrektur der deformität"" OR ""korrektur der verformung"" OR ""knochen-rekonstruktion"" OR ""knochenaufbau"")) NOT (""ApexMeditech"" OR ""Apex Meditech"" OR ""apexmedical"" OR ""apex medical*"" OR apexlegends OR ""gipfel-legenden"" OR ""apex-legenden"" OR ""scharfschützen an der spitze"" OR ""fortnite"" OR ""solo-spitze"" OR ""spitzespielen"" OR ""spitze spielen"" OR ""zucken"" OR ""der perfekte höhepunkt"" OR ""fahrzeug mit manuellem getriebe"" OR ""spitzenprädator"" OR ""schwert"" OR ""getriebe"" OR ""apex-track-hose"" OR ""@apex_motorsports_official"" OR ""an der spitze"" OR ""gute knochenspitze"" OR ""apex-leggings"" OR ""@asos"" OR ""#mode"" OR ""armband"" OR ""leopardendruck"" OR ""@strykersbeard"" OR ""pubg"" OR ""spielen* rosten"" OR ""la-clippers"" OR ""kleiden"" OR ""transkriptomisch"" OR ""matratze*"" OR ""triphonisch"" OR ""schwarzes loch"" OR ""javier bussola"" OR ""auto-drosselklappe"" OR ""kätzchen"" OR ""katze"" OR ""bär"" OR ""unterwäsche"" OR ""uretereskop*"" OR ""usb"" OR ""blake griffin"" OR ""nobelaktiv"" OR ""apex-forschung"" OR ""ureteroskop"" OR ""apex-markt-berichte"" OR ""Safety Last"" OR QuerQuassler OR ""Apex in Göttingen"" OR ""star wars"" OR (apex AND (gaming OR game)) OR trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Pins & Wires,Apex,Italian,98F7AD3F0EED11EB94DAD8C497B5E817,"(apex NEAR/9 (stryker OR ""sistema di fissaggio dei pin"" OR ""metà pin"" OR ""pin autoperforante"" OR ""pin auto perforante"" OR ""telaio del fissatore"" OR ""hoffmann"" OR ""fissazione esterna"" OR ""stabilizzazione della frattura"" OR ""stabilizzazione di frattura"" OR ""frattura instabile"" OR ""lesione dei tessuti molli"" OR ""lesione ai tessuti molli"" OR ""fissazione interna"" OR ""fissazione di fratture ossee"" OR ""fissazione della frattura ossea"" OR ""correzione della deformità"" OR ""correzione di deformità"" OR ""ricostruzione ossea"")) NOT (""ApexMeditech"" OR ""Apex Meditech"" OR ""apex medical*"" OR ""apexmedical"" OR ""apex legends"" OR game* OR gaming OR games OR ""apex-legends"" OR apexlegends OR ""apex snipers"" OR fortnite OR ""solo apex"" OR playapex OR ""play apex"" OR twitch OR ""the perfect apex"" OR ""manual transmission vehicle"" OR ""apex predator"" OR sword OR gearheads OR ""apex track pants"" OR ""@apex_motorsports_official"" OR ""at the apex"" OR ""good bone apex"" OR ""apex legging"" OR ""@asos"" OR ""#fashion"" OR bracelet OR ""leopard print"" OR ""@StrykersBeard"" OR pubg OR ""play* rust"" OR ""LA clippers"" OR dress OR transcriptomic OR mattress* OR triphonic OR ""black hole"" OR ""javier bussola"" OR ""car throttle"" OR kitty OR cat OR bear OR underwear OR ureterescop* OR usb OR ""blake griffin"" OR nobelactive OR ""apex research"" OR ureteroscope OR ""apex market reports"" OR (apex AND (gaming OR game)) OR trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Pins & Wires,Apex,Portuguese,942C865C0EED11EBAE16D8C497B5E93E,"(apex NEAR/5 (stryker OR ""sistema de fixação por pinos"" OR ""meio pino"" OR ""pino autoperfurante"" OR ""sistema de fixação externa"" OR ""hoffmann"" OR ""fixacao externa"" OR ""estabilização da fratura"" OR ""estabilização de fratura"" OR ""fratura instável"" OR ""lesão dos tecidos moles"" OR ""fixação interna"" OR ""fixação de fratura óssea"" OR ""fixação da fratura óssea"" OR ""correcção da deformidade"" OR ""correção da deformidade"" OR ""correcção de deformidade"" OR ""correção de deformidade"" OR ""reconstrução óssea"")) NOT (""Crazy Hoffmann"" OR ""ApexMeditech"" OR ""Apex Meditech"" OR ""apex medical*"" OR ""apexmedical"" OR ""apex legends"" OR game* OR gaming OR games OR ""apex-legends"" OR apexlegends OR ""apex snipers"" OR fortnite OR ""solo apex"" OR playapex OR ""play apex"" OR twitch OR ""the perfect apex"" OR ""manual transmission vehicle"" OR ""apex predator"" OR sword OR gearheads OR ""apex track pants"" OR ""@apex_motorsports_official"" OR ""at the apex"" OR ""good bone apex"" OR ""apex legging"" OR ""@asos"" OR ""#fashion"" OR bracelet OR ""leopard print"" OR ""@StrykersBeard"" OR pubg OR ""play* rust"" OR ""LA clippers"" OR dress OR transcriptomic OR mattress* OR triphonic OR ""black hole"" OR ""javier bussola"" OR ""car throttle"" OR kitty OR cat OR bear OR underwear OR ureterescop* OR usb OR ""blake griffin"" OR nobelactive OR ""apex research"" OR ureteroscope OR ""apex market reports"" OR (apex AND (gaming OR game)) OR trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Pins & Wires,Apex,Spanish,063B3E326D1E11EAB588A4BF010A3E06,"((""apex"") NEAR/9 (""stryker"" OR ""pinfixation*"" OR ""fijación de pin"" OR ""mediopin"" OR ""fijación a largo plazo"" OR ""fijación a largo plazo"" OR ""fijaciónalargoplazo"" OR ""parte inferior de la pierna"" OR ""pierna inferior"" OR ""pierna superior"" OR ""parte superior de la pierna"" OR ""pin autoperforante"" OR ""pin autoperforante"" OR ""pinautoperforante"" OR ""marco fijador"" OR ""marcofijador"" OR ""fijación externa"" OR ""fijación externa"" OR ""tenxor"" OR ""estabilización de fractura"" OR ""estabilizacióndefractura"" OR ""estabilización de fractura"" OR ""estabilizacióndefracturas"" OR ""fractura inestable"" OR ""fracturainestable"" OR ""lesión de tejidos blandos"" OR ""lesión de tejido blando"" OR ""lesióndetejidoblando"" OR ""fijación interna"" OR ""fijacióninterna"" OR ""fijación de fractura ósea"" OR ""fijación de fracturas óseas"" OR ""fijacióndefracturaósea"" OR ""osteotomia"" OR ""artrodesis"" OR ""corrección de deformidad"" OR ""correccióndedeformidad"" OR ""reconstrucción ósea"" OR ""reconstrucciónósea"")) NOT (""ApexMeditech"" OR ""Apex Meditech"" OR ""apexmedical"" OR ""apex medical*"" OR ""apex legends"" OR ""apex-legends"" OR ""apex snipers"" OR ""fortnite"" OR ""solo apex"" OR ""jugarapex"" OR ""jugar apex"" OR ""twitch"" OR ""el apex perfecto"" OR ""vehículo de transmisión manual"" OR ""apex depredador"" OR ""espada"" OR ""cabezales de engranajes"" OR ""pantalones de chándal de apex"" OR ""@apex_motorsports_official"" OR ""en el apex"" OR ""buen apex óseo"" OR ""apex"" OR ""@asos"" OR ""#moda"" OR ""pulsera"" OR ""estampado de leopardo"" OR ""@strykersbeard"" OR ""pubg"" OR ""jugar* rust"" OR ""tijeras la"" OR ""vestir"" OR ""transcriptómica"" OR ""colchón*"" OR ""trifónico"" OR ""agujero negro"" OR ""javier bussola"" OR ""acelerador de coche"" OR ""gatito"" OR ""gato"" OR ""oso"" OR ""ropa interior"" OR ""ureteroscopia*"" OR ""usb"" OR ""blake griffin"" OR ""nobelactive"" OR ""investigación apex"" OR ""ureteroscopia"" OR ""informes del mercado de apex"" OR (apex AND (gaming OR game)) OR trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Pins & Wires,SonicPin,English,066052196D1E11EAB588A4BF010A3E06,"((""sonic pin"" OR sonicpin) NEAR/9 (stryker OR ""bioresorbable implant"" OR ""fixation of bone fracture*"" OR osteotomies OR ""hallux valgus"" OR sonicfusion)) NOT (""rest of the cast"" OR ""@Mark_Stryker"" OR ""i would cast"" OR ""id cast"" OR ""i'd cast"" OR ""@Stryker_beast"" OR ""johnny cage"" OR kombat OR ""star pitcher""OR bluetooth OR zombie OR ""@sonic_cosplayer"" OR danone OR halloween OR subaru OR candle* OR ""sonic pic badge*"" OR ""@StrykerVylon"" OR dishdash OR ""sonic 2"" OR jewelry OR hedgehod OR ""crime drama"" OR ""sonic pin ball"" OR ""ADA stryker"" OR psygnosis OR knuckles OR sega OR megadrive OR nintendo OR playstation OR gaming OR hedgehog OR ""video game"" OR videogame OR ""the movie"" OR trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Pins & Wires,SonicPin,French,0678566B6D1E11EAB588A4BF010A3E06,"((stryker NEAR/9 (""sonic pin"" OR sonicpin OR ""implants biorésorbables"" OR ""fixation de fractures d'os"" OR ""fixation de fracture*"" OR ostéotomie OR ""hallux valgus"" OR cast OR ""appareillage orthopédique"" OR ""appareils orthopédiques"" OR ""appareil orthopédique"" OR ""appareillageorthopédique"" OR appareilorthopédique OR sonicfusion OR ""Pièce À Main"" OR PièceÀMain))) NOT (""rest of the cast"" OR ""@Mark_Stryker"" OR ""i would cast"" OR ""id cast"" OR ""i'd cast"" OR ""@Stryker_beast"" OR ""johnny cage"" OR kombat OR ""star pitcher""OR bluetooth OR zombie OR ""@sonic_cosplayer"" OR danone OR halloween OR subaru OR candle* OR ""sonic pic badge*"" OR ""@StrykerVylon"" OR dishdash OR ""sonic 2"" OR jewelry OR hedgehod OR ""crime drama"" OR ""sonic pin ball"" OR ""ADA stryker"" OR psygnosis OR ""please rate my sonic pin"" OR sega OR megadrive OR nintendo OR playstation OR gaming OR herisson OR trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
